precision,recall,f1-score,support
0.7140287769784173,0.7533206831119544,0.7331486611265005,527.0
0.7228144989339019,0.6807228915662651,0.7011375387797312,498.0
0.7180487804878048,0.7180487804878048,0.7180487804878048,0.7180487804878048
0.7184216379561597,0.7170217873391098,0.7171430999531159,1025.0
0.7182973521333748,0.7180487804878048,0.7175959402204604,1025.0
