precision,recall,f1-score,support
0.7647058823529411,0.8265895953757225,0.7944444444444444,519.0
0.8060344827586207,0.7391304347826086,0.7711340206185567,506.0
0.7834146341463415,0.7834146341463415,0.7834146341463415,0.7834146341463415
0.7853701825557808,0.7828600150791656,0.7827892325315006,1025.0
0.7851080987483302,0.7834146341463415,0.782937054731372,1025.0
