Best Hyperparameters,Precision,Recall,Accuracy,Elapsed Time (s)
"{'C': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.7228144989339019,0.6807228915662651,0.7180487804878048,4326.542914867401
